ID,Turn,Speaker,Sentence,Tag,StudentTag,Transcript
14488,29,T,Youre not copying everything,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14489,29,T,My friends who just did that thank you for listening,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14490,29,T,Share with your partner,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14491,29,T,How did you find the estimate that I see on your board,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14492,29,T,Show me your thinking,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14493,29,T,All right,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14494,29,T,I see a mixture of half and one,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14495,29,T,Luis what was your estimate and how did you find it,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14496,30,S,Half,NA,3,TalkBack.Year1.Keene.Spring.022420.xlsx
14497,31,T,Lets speak in a complete sentence My estimate was,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14498,32,S,My estimate was half because,NA,3,TalkBack.Year1.Keene.Spring.022420.xlsx
14499,33,T,Now heres my question for you,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14500,33,T,How did you solve that mentally like that,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14501,34,S,I did,NA,0,TalkBack.Year1.Keene.Spring.022420.xlsx
14502,35,T,Then you werent supposed to solve it,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14503,35,T,If you had to go through those steps in your head I asked you not to solve it,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14504,35,T,Please make sure that you are following instructions friend because heres why,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14505,35,T,Heres why Ashley eyes on me Im being particular about that because estimating Julia is super important to see if your answer is reasonable or not,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14506,35,T,If you find the answer first and then estimate are you really estimating,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14507,36,S,No,NA,0,TalkBack.Year1.Keene.Spring.022420.xlsx
14508,37,T,No,3,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14509,37,T,What if you get the wrong answer,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14596,58,T,You should not be waiting till I look at you to participate we should be thinking and participating,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14597,58,T,This is closer to half,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14598,58,T,If I have This is a little bit less than a half but close to a half,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14599,58,T,This is a little bit less but close to a half so I put that together,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14600,58,T,Ive already got over a half and this a little bit pushing me even closer to our answer of one,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14601,58,T,When we estimate we really want to think about the value,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14602,58,T,Now find the answer to the actual problem,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14603,58,T,Write it on your whiteboard,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14604,58,T,Show me your answer,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14605,58,T,Brett can you explain how you got your answer its okay just explain,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14606,58,S,I got eight ninths,NA,4,TalkBack.Year1.Keene.Spring.022420.xlsx
14607,58,S,I got eight ninths because firstly I did all the numerators so 4  3  7 and 7  1  8,NA,4,TalkBack.Year1.Keene.Spring.022420.xlsx
14608,58,S,Then the denominator stays the same so the eight ninths,NA,4,TalkBack.Year1.Keene.Spring.022420.xlsx
14609,59,T,Okay thank you active listening thumbs and I love your use of math vocabulary Brett,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14610,59,T,Is eight ninths close to one,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14611,59,T,Go picture that pizza again,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14612,59,T,I have eight slices do I have almost a whole pizza,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14613,60,S,No,NA,0,TalkBack.Year1.Keene.Spring.022420.xlsx
14614,61,T,Our estimate was correct,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14615,61,T,While Im switching screens share with your neighbor how come you could solve this problem quickly in your head but not this one,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14616,61,T,How come you could solve number two in your head quickly and not number three,6,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14617,61,T,One sorry,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14618,62,T,Anna what are you thinking,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14619,63,T,Because what,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14620,64,T,Number two and number were different problems,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14621,64,T,Why could you do this one in your head easier than the other one,6,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14622,64,T,is the question,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14623,65,T,Maya share your thinking,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14624,66,S,You can add the second problem in your head and not the first one because the second problem had the same denominators so you could just add it but the first problem had unlike denominators so you have to go through the whole process to get a common denominator,NA,4,TalkBack.Year1.Keene.Spring.022420.xlsx
14625,67,T,Very nice,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14626,67,T,Again great use of that math vocabulary,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14627,67,T,All right no that is skipping ahead too far,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14628,67,T,Okay take a look at this problem up here what do you notice about that problem,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14629,67,T,The first thing Im asking,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14630,67,T,Think,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14631,67,T,Share with your partner,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14632,68,T,Five four three two one,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14633,68,T,Anna what did you notice about that problem,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14634,69,S,The denominators is,NA,3,TalkBack.Year1.Keene.Spring.022420.xlsx
14635,70,T,sit down listen,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14636,71,S,and whoever added this and the denominator is,NA,4,TalkBack.Year1.Keene.Spring.022420.xlsx
14637,72,T,Okay and is that wrong or right class,2,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14638,73,S,Wrong,NA,1,TalkBack.Year1.Keene.Spring.022420.xlsx
14639,74,T,Why,6,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14640,74,T,Remy,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14655,84,T,Show me your thumbs up when youve got an answer,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14656,84,T,Share with your partner please,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14657,85,T,Colton and Piper have you guys talked already,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14658,85,T,Okay Red Robin,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14659,86,S,No,NA,0,TalkBack.Year1.Keene.Spring.022420.xlsx
14660,87,T,Sebastian,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14661,87,T,How would estimation help,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14662,88,S,Estimation would help to see if your estimation is closer to your answer,NA,3,TalkBack.Year1.Keene.Spring.022420.xlsx
14663,89,T,Okay the question is how to solve this particular problem so Sebastian answered how does estimation help any problem,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14664,89,T,I want specifics to this problem so lets share with our partner again specific to this problem so in other words estimate,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14665,89,T,What do you notice when your estimate versus this answer that this student got,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14666,90,T,Okay five four three two,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14667,90,T,Bailey,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14668,91,S,That person can see if they did it wrong,NA,3,TalkBack.Year1.Keene.Spring.022420.xlsx
14669,92,T,What did they do wrong,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14670,92,T,Im asking you to estimate,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14671,92,T,What would the estimate of that one be,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14672,92,T,Let s think what is one 13 closest to boys and girls zero half or one,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14673,93,S,Zero,NA,3,TalkBack.Year1.Keene.Spring.022420.xlsx
14674,93,S,Half,NA,1,TalkBack.Year1.Keene.Spring.022420.xlsx
14675,94,T,Half,3,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14676,94,T,A 13 is closer to half than it is to zero,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14677,94,T,If you picture that in your head that piece is split into three pieces,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14678,94,T,Bailey would you like to keep going,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14679,95,S,Yes,NA,0,TalkBack.Year1.Keene.Spring.022420.xlsx
14680,96,T,Okay,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14681,96,T,Closer to a whole would it go over a whole,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14682,96,T,Would this answer be bigger than one,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14683,97,S,Yes,NA,0,TalkBack.Year1.Keene.Spring.022420.xlsx
14684,98,T,Yes because 56 is almost a whole and then you guys just told me that 13 is closer to a half so thats going to push it over and be bigger than one is that answer bigger than one,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14685,99,S,No,NA,0,TalkBack.Year1.Keene.Spring.022420.xlsx
14686,100,T,No,3,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14687,100,T,Estimation can help you catch mistakes like this,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14690,100,T,We lost our extra so we will have a group of five because Anna is going to come down and join okay,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14691,100,T,15 seconds to do that so I need to see a little circle of people multiple little circles,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14692,100,T,Piper if your partner is Colton you need to go to Colton s circle,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14693,100,T,Actually you guys why dont we make a big circle,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14694,100,T,Colton push out a little bit and Luis you come in so we have actually a circle of six,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14695,101,T,Anna you can join either one of those two circles,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14696,101,T,Again were operating through kindness so gesture and make her feel welcome to join you,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14697,101,T,Okay were going to solve this problem correctly right now in whats called a Round Robin so one persons whiteboard is all youre going to use,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14698,101,T,That should be the person with the shortest hair in the group,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14699,101,T,Everyone else put your whiteboards down,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14700,101,T,Your body needs to be right here and make the circle,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14701,101,T,The amount of time you waste not moving correctly is really ridiculous,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14702,101,T,Colton if you can scooch a little bit so Piper has space to fit in,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14703,101,T,Thank you,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14704,102,T,Okay were going to break this up step by step and youre going to pass the whiteboard for the next step,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14705,102,T,The first person is going to list the multiples of three,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14706,102,T,Go,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14707,102,T,Group,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14708,102,T,No,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14709,102,T,Only the first person is working so youll zip,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14710,102,T,If you notice them make a mistake you may correct them or coach them,2,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14711,102,T,Rude,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14717,105,T,Double check did you do that,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14718,105,T,Didnt I write three equals You dont have to write because thats not a big deal you dont have to do that,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14719,105,T,Okay pass the whiteboard to your left,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14720,105,T,The next person does the next step,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14721,105,T,A a group whats the next step,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14722,106,T,Now boys and girls some groups are doing a super awesome job of doing this quickly and efficiently some groups are wasting time because theyre trying to be funny,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14723,106,T,Lucy do we need to keep going,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14724,106,T,As soon as we hit the same multiple we can stop,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14725,106,T,Its okay to keep going but thats also wasting time,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14726,107,T,All right looking at my poster in the back,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14727,107,T,Pass it to the next person who is going to do step two,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14728,107,T,Some people worked ahead which is not following instructions,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14729,107,T,Well youre behind,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14730,107,T,Oh no youre not you already found it,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14731,107,T,Other people missed that,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14732,107,T,Now all youre doing is that one piece and then its the next persons turn,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14733,107,T,Are you sure thats the lowest common multiple,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14734,107,T,All right look at step three,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14735,107,T,Reese can you please read step three,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14736,107,S,Find the equivalent fraction using the lowest common multiple,NA,3,TalkBack.Year1.Keene.Spring.022420.xlsx
14737,108,T,Multiple,3,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14738,108,T,The next person is only Anna please dont work ahead  is only going to find the equivalent fraction for 13 thats it then youre going to pass it to the next person to find the equivalent fraction for the next number,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14739,108,T,Go,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14740,108,T,No I need to see your work I dont want to see just a number,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14741,109,T,Two people could have gotten it by now,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14742,109,T,Okay Im confused Remy what are you doing,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14743,109,T,If I think back to my learning when we found equivalent fractions we wrote the original fraction equals something six and then we multiplied this by something,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14744,109,T,Thats what I want to see when Im looking for equivalent fractions,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14745,109,T,But what did I multiply that by,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14746,110,S,You do both fractions,NA,3,TalkBack.Year1.Keene.Spring.022420.xlsx
14747,111,T,No thats fine,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14748,111,T,Thats right but what I need to see Why I wasnt okay with you just writing that even though that was the right answer is I need to see that you understand the thinking so you can repeat it for any fraction not just one,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14749,111,T,This should be three times what,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14750,111,T,Pardon,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14751,111,T,Then this one would be the same,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14752,112,T,All right final person,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14753,112,T,Rewrite the original problem and solve,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14754,112,T,Okay five four three two and one,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14755,112,T,Especially my group who met with me on Friday I had a strategy to help you remember what were your new fractions and I dont really see anybody using it on their whiteboard,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14756,112,T,Do you remember what did we do Madison,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14757,113,S,We had a box,NA,3,TalkBack.Year1.Keene.Spring.022420.xlsx
14758,114,T,We put a box around our new fractions with our common denominator,4,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14759,114,T,Thats for this step so youre not searching through 5000 numbers looking for your new fractions,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14802,123,T,What if I threw in this,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14803,123,T,When we have a mixed number and were adding nothing changes except we need to add our whole numbers,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14804,123,T,Our new was 26 right,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14805,124,S,Yes,NA,0,TalkBack.Year1.Keene.Spring.022420.xlsx
14806,125,T,When were rewriting our problem the only difference is instead of just rewriting our fraction we have to rewrite our fraction and our whole number,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14807,125,T,With your purple partner tell them whats different,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14808,125,T,First person tell them the difference second person tell them the fraction Im going to write next,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14809,125,T,Go,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14810,125,T,Right now even if your purple partner is not here my expectation is your pencil is down and engaging with your All right,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14811,125,T,Class what do I write,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14812,126,S,56,NA,3,TalkBack.Year1.Keene.Spring.022420.xlsx
14813,127,T,Using a whole number changed nothing,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14814,127,T,You still need to go through all those steps,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14815,127,T,The only difference is when I write it out I make sure I rewrite that whole number,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14816,127,T,Now I add whats two plus five,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14817,128,S,Seven,NA,0,TalkBack.Year1.Keene.Spring.022420.xlsx
14818,129,T,We originally said this was 76 right,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14819,130,S,Yes,NA,0,TalkBack.Year1.Keene.Spring.022420.xlsx
14820,131,T,I wouldve marked that wrong but whats the better answer,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14821,131,T,Oh goodness,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14822,131,T,Julia why eight and 16 instead of one and 16,6,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14823,132,S,Since the top one is bigger than the bottom you add the seven plus another one,NA,4,TalkBack.Year1.Keene.Spring.022420.xlsx
14824,133,T,Because hen we turn 76 into one and 16 we have to include that new whole number with our old whole number exactly,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14825,133,T,Either of these answers would be correct,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14826,133,T,Any questions,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14827,133,T,Review whats different when we throw in a whole number,5,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14828,133,T,Go,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14829,134,T,Okay five four three two one,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14830,134,T,All right,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14831,134,T,Were going to do this journal page differently than weve done journal pages before,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14832,134,T,Its called an All Right Robin,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14833,134,T,What youre going to do is youre going to look at number one and everybodys going to solve it on their whiteboard,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14834,134,T,When everyones finished at your table youre going to show your whiteboard and talk until you agree on an answer,2,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14835,134,T,Once you agree you write it in your journal,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14878,148,T,Its been doing that I hope that doesnt mean its going to break,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14879,148,T,Im trying to find our journal page here we go,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14880,148,T,No still not the right journal page,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14881,148,T,No,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14882,148,T,Is this the right one,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14883,149,S,Yes,NA,0,TalkBack.Year1.Keene.Spring.022420.xlsx
14884,150,T,Youre sure,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14885,151,S,Yes,NA,0,TalkBack.Year1.Keene.Spring.022420.xlsx
14886,152,T,Okay,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14887,152,T,For the estimate thats throwing people off we spent a lot of time on estimating today so obviously its important,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14888,152,T,Look and think thats close to three and a half plus thats also close to four and a half,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14889,152,T,Which equals eight,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14890,152,T,Theres my estimate took me 30 seconds,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14891,152,T,Your estimate should not take you more than 30 seconds,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14892,152,T,If its really sticking you just skip here,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14893,152,T,I dont want the table to be waiting for someone who is staring t the estimate for 10 minutes,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14894,152,T,Each of these problems should take everybody two minutes or less,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14895,152,T,Also if you notice a team member super stuck and youre finished what could you do as a kind classmate,2,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14896,152,T,Todd,1,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14897,153,S,You can help him,NA,0,TalkBack.Year1.Keene.Spring.022420.xlsx
14898,154,T,You can help him,3,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14899,154,T,Yes you have to do the estimate that took me 30 seconds and then you have to show your work for the problem and then you show it to your group,0,NA,TalkBack.Year1.Keene.Spring.022420.xlsx
14990,15,T,What does doubling mean,5,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
14991,15,T,Can you give me more to that,5,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
14992,16,S,Doubling is  two times four,NA,3,TalkBack.Year1.Keene.Spring.022720.xlsx
14993,16,S,You double four,NA,3,TalkBack.Year1.Keene.Spring.022720.xlsx
14994,17,T,My question and maybe somebody can help Bailey out,0,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
14995,17,T,I dont want Joey thats your warning youre gonna get a fine if I see you playing,0,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
14996,17,T,Is what is doubling,5,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
14997,17,T,Literally if I was somebody who didnt know what the word doubling meant,0,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
14998,17,T,I do,0,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
14999,17,T,Technically I understand what you mean Bailey,0,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15000,17,T,What Im getting at is Im trying to get you guys to be very specific,0,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15001,17,T,What does it mean when we double,5,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15002,17,T,Adan Im giving you the same warning,0,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15003,17,T,If youre playing with him youre going to get the next,0,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15004,17,T,Reese,1,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15005,18,S,If you add one more group to the one that youre describing,NA,3,TalkBack.Year1.Keene.Spring.022720.xlsx
15006,18,S,If you take the exact same original group and just,NA,3,TalkBack.Year1.Keene.Spring.022720.xlsx
15007,19,T,Exact same helps me,4,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15008,19,T,Now is all multiplication doubling,1,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15009,20,S,No,NA,0,TalkBack.Year1.Keene.Spring.022720.xlsx
15010,21,T,No,3,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15011,21,T,Youre on the right track but you only explained one thing,0,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15012,21,T,Reese whats multiplying,5,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15013,22,S,Multiplying is instead of adding five plus five plus five six times you do five times six,NA,0,TalkBack.Year1.Keene.Spring.022720.xlsx
15014,23,T,What youre saying then Reese is you are saying that multiplication is adding the same number over and over again,1,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15015,24,S,No,NA,0,TalkBack.Year1.Keene.Spring.022720.xlsx
15016,25,T,Because you said five plus five plus five six times you would do five times six,0,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15017,25,T,When Im multiplying Im adding the same number however many times,0,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15018,25,T,Yes,1,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15019,26,S,Well to add to Reeses five plus five plus five instead of just doing five plus five a whole bunch of times youll Itll be easier to do five times seven or five times 13,NA,1,TalkBack.Year1.Keene.Spring.022720.xlsx
15020,27,T,If I did five times seven how many times would I need to add five,5,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15021,28,S,Seven times,NA,3,TalkBack.Year1.Keene.Spring.022720.xlsx
15022,29,T,Seven,3,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15023,29,T,I love that Daria used that discussion stem without me prompting,0,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15083,44,T,Susannah you and your partner please come on down and share,5,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15084,44,T,How did you use the counters to find onefourth of eight,5,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15085,45,S,What do I do about the screen,NA,0,TalkBack.Year1.Keene.Spring.022720.xlsx
15086,46,T,It is on the screen but the counters are on the screen,0,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15087,46,T,Thats what I want you to use,0,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15088,46,T,Show us what you did,5,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15089,47,S,Onefourth of eight,NA,3,TalkBack.Year1.Keene.Spring.022720.xlsx
15090,47,S,What we did,NA,0,TalkBack.Year1.Keene.Spring.022720.xlsx
15091,47,S,What we did is,NA,0,TalkBack.Year1.Keene.Spring.022720.xlsx
15092,48,T,Not what we did,0,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
15093,48,T,Please dont start with a question word,0,NA,TalkBack.Year1.Keene.Spring.022720.xlsx
