ID,Transcript,Turn,Speaker,Sentence,TalkMove_truth
19377,TalkBack.Year1.Saunders.Spring.020720.xlsx,1,T,All right right now the plan for that quiz is probably to requiz Monday,
19378,TalkBack.Year1.Saunders.Spring.020720.xlsx,1,T,I would highly recommend that you go through those  between now and Wednesday,
19379,TalkBack.Year1.Saunders.Spring.020720.xlsx,1,T,Lets see,
19380,TalkBack.Year1.Saunders.Spring.020720.xlsx,1,T,Both Amara and Cassidy and Briella are all in the photo here from yesterdays swim meet,
19381,TalkBack.Year1.Saunders.Spring.020720.xlsx,1,T,Its cool,
19382,TalkBack.Year1.Saunders.Spring.020720.xlsx,1,T,Do you guys,
19383,TalkBack.Year1.Saunders.Spring.020720.xlsx,2,T,All right,
19384,TalkBack.Year1.Saunders.Spring.020720.xlsx,2,T,You should be on page 95 in your journal,
19385,TalkBack.Year1.Saunders.Spring.020720.xlsx,2,T,Lets get on page 95,
19386,TalkBack.Year1.Saunders.Spring.020720.xlsx,2,T,Were almost a third of the way now,
19387,TalkBack.Year1.Saunders.Spring.020720.xlsx,3,T,There you go,
19388,TalkBack.Year1.Saunders.Spring.020720.xlsx,3,T,A third sounds about right,
19389,TalkBack.Year1.Saunders.Spring.020720.xlsx,3,T,All right eyes upfront please,
19390,TalkBack.Year1.Saunders.Spring.020720.xlsx,3,T,In red up here instead of calling things turning points what have we been calling them,Pressing for Accuracy
19391,TalkBack.Year1.Saunders.Spring.020720.xlsx,3,T,Vertices,
19392,TalkBack.Year1.Saunders.Spring.020720.xlsx,3,T,Not zeros because zeros are Xintercepts,
19393,TalkBack.Year1.Saunders.Spring.020720.xlsx,3,T,Remember for polynomials how many of these vertices do we have,Pressing for Accuracy
19395,TalkBack.Year1.Saunders.Spring.020720.xlsx,5,T,Yes,
19396,TalkBack.Year1.Saunders.Spring.020720.xlsx,5,T,There could be more than one,
19397,TalkBack.Year1.Saunders.Spring.020720.xlsx,5,T,We dont call them vertices we call them,Pressing for Accuracy
19399,TalkBack.Year1.Saunders.Spring.020720.xlsx,7,T,Turning points,Restating
19400,TalkBack.Year1.Saunders.Spring.020720.xlsx,7,T,We use the word local,Pressing for Accuracy
19402,TalkBack.Year1.Saunders.Spring.020720.xlsx,9,T,Local min and max,Restating
19403,TalkBack.Year1.Saunders.Spring.020720.xlsx,9,T,What weve been calling this has been local mins and maxes,
19404,TalkBack.Year1.Saunders.Spring.020720.xlsx,9,T,Same idea a turning point,
19405,TalkBack.Year1.Saunders.Spring.020720.xlsx,9,T,What could you say happens at a turning point,Pressing for Accuracy
19406,TalkBack.Year1.Saunders.Spring.020720.xlsx,9,T,In your teams talk about some ideas,Keeping Everyone Together
19407,TalkBack.Year1.Saunders.Spring.020720.xlsx,9,T,What happens at a turning point,Pressing for Accuracy
19410,TalkBack.Year1.Saunders.Spring.020720.xlsx,12,T,Right,
19411,TalkBack.Year1.Saunders.Spring.020720.xlsx,12,T,Has the idea of a direction change,Revoicing
19412,TalkBack.Year1.Saunders.Spring.020720.xlsx,12,T,The slope is changing,
19413,TalkBack.Year1.Saunders.Spring.020720.xlsx,12,T,Were going from maybe going down to going up,
19414,TalkBack.Year1.Saunders.Spring.020720.xlsx,12,T,We want to talk about those a little bit,
19415,TalkBack.Year1.Saunders.Spring.020720.xlsx,12,T,There is just one exploration here,
19416,TalkBack.Year1.Saunders.Spring.020720.xlsx,12,T,Lets see,
19417,TalkBack.Year1.Saunders.Spring.020720.xlsx,12,T,Seth could you read the instructions from the board for exploration one,Keeping Everyone Together
19422,TalkBack.Year1.Saunders.Spring.020720.xlsx,14,T,All right,
19423,TalkBack.Year1.Saunders.Spring.020720.xlsx,14,T,The idea here is that everybody learns how to find the local mins and maxes using a calculator,
19424,TalkBack.Year1.Saunders.Spring.020720.xlsx,14,T,Everybody should grab a calculator either your own or one out of the cabinet,
19425,TalkBack.Year1.Saunders.Spring.020720.xlsx,14,T,If you dont have enough for everybody then take turns working with that,
19427,TalkBack.Year1.Saunders.Spring.020720.xlsx,16,T,No,
19428,TalkBack.Year1.Saunders.Spring.020720.xlsx,16,T,I still want to make sure you know how to do this,
19429,TalkBack.Year1.Saunders.Spring.020720.xlsx,16,T,Yes yes,
19431,TalkBack.Year1.Saunders.Spring.020720.xlsx,18,T,I lost you,
19436,TalkBack.Year1.Saunders.Spring.020720.xlsx,21,T,The thing here is concepts,
19437,TalkBack.Year1.Saunders.Spring.020720.xlsx,21,T,Can you properly understand the concept,Keeping Everyone Together
19439,TalkBack.Year1.Saunders.Spring.020720.xlsx,23,T,Well between now and Wednesday I hope your answer changes,
19441,TalkBack.Year1.Saunders.Spring.020720.xlsx,25,T,Heres the problem with a multiplechoice question,
19442,TalkBack.Year1.Saunders.Spring.020720.xlsx,25,T,I might say give you a thing like X2  5X2 and ask you to do something with that,
19443,TalkBack.Year1.Saunders.Spring.020720.xlsx,26,T,Or whats the Yintercept,
19444,TalkBack.Year1.Saunders.Spring.020720.xlsx,26,T,Well because you could use a calculator and figure that out not that you wouldnt know it anyway but then I have to figure out well how do I mask a specific case and ask a question thats a general case,
19445,TalkBack.Year1.Saunders.Spring.020720.xlsx,26,T,Then I would have to say Well if the polynomial is in the form ABX  times CD how would you determine what the Yintercept is,
19446,TalkBack.Year1.Saunders.Spring.020720.xlsx,26,T,The question actually becomes harder which is not a bad thing necessarily,
19447,TalkBack.Year1.Saunders.Spring.020720.xlsx,26,T,Yes,Keeping Everyone Together
19449,TalkBack.Year1.Saunders.Spring.020720.xlsx,27,T,I dont know why thats an issue,
19450,TalkBack.Year1.Saunders.Spring.020720.xlsx,27,T,Some Ms Saunderss say Well I didnt have a classroom sample,
19451,TalkBack.Year1.Saunders.Spring.020720.xlsx,27,T,Figure out how to get a sample,
19453,TalkBack.Year1.Saunders.Spring.020720.xlsx,29,T,All right,
19454,TalkBack.Year1.Saunders.Spring.020720.xlsx,29,T,Start by figuring out how to match them,
19455,TalkBack.Year1.Saunders.Spring.020720.xlsx,29,T,Dont use the calculator to match them,
19456,TalkBack.Year1.Saunders.Spring.020720.xlsx,29,T,Use the calculator to check your,
19459,TalkBack.Year1.Saunders.Spring.020720.xlsx,32,T,I have not seen that there wasnt,
19462,TalkBack.Year1.Saunders.Spring.020720.xlsx,35,T,Ladies and gentlemen the answers are on the board,
19463,TalkBack.Year1.Saunders.Spring.020720.xlsx,35,T,See if you can improve either exploration one or improve what you wrote for the communicate your answer,
19464,TalkBack.Year1.Saunders.Spring.020720.xlsx,36,T,All right eyes up front please,
19465,TalkBack.Year1.Saunders.Spring.020720.xlsx,36,T,Were going to move into the first concept summary,
19466,TalkBack.Year1.Saunders.Spring.020720.xlsx,36,T,Youll see this in your journal,
19467,TalkBack.Year1.Saunders.Spring.020720.xlsx,36,T,If you would go and just flip over to the one that says zeros factors solutions and intercepts,
19468,TalkBack.Year1.Saunders.Spring.020720.xlsx,36,T,What Id like you to do is simply go round the table each person taking a turn starting with the opening paragraph and walking down through each of these,
19469,TalkBack.Year1.Saunders.Spring.020720.xlsx,36,T,Then also talk about what a root means,
19470,TalkBack.Year1.Saunders.Spring.020720.xlsx,36,T,Lets have the person closest to the door start,
19471,TalkBack.Year1.Saunders.Spring.020720.xlsx,36,T,Go ahead and start with the intro to that,
19472,TalkBack.Year1.Saunders.Spring.020720.xlsx,36,T,Lets wait until we are done with our discussion here if you dont mind,
19473,TalkBack.Year1.Saunders.Spring.020720.xlsx,36,T,Ladies and gentlemen open up your textbooks to page 168,
19474,TalkBack.Year1.Saunders.Spring.020720.xlsx,36,T,Page 168,
19475,TalkBack.Year1.Saunders.Spring.020720.xlsx,36,T,Textbook page 168,
19476,TalkBack.Year1.Saunders.Spring.020720.xlsx,36,T,Eyes at upfront please,
19477,TalkBack.Year1.Saunders.Spring.020720.xlsx,36,T,Example one,
19478,TalkBack.Year1.Saunders.Spring.020720.xlsx,36,T,Brad could you read the title of example one,Keeping Everyone Together
19479,TalkBack.Year1.Saunders.Spring.020720.xlsx,36,T,Push the title,
19481,TalkBack.Year1.Saunders.Spring.020720.xlsx,37,T,Amara read the function itself,Keeping Everyone Together
19483,TalkBack.Year1.Saunders.Spring.020720.xlsx,39,T,Yes,
19484,TalkBack.Year1.Saunders.Spring.020720.xlsx,40,T,Which one,Getting Students to Relate to Another's Ideas
19485,TalkBack.Year1.Saunders.Spring.020720.xlsx,41,T,F of X equals,
19487,TalkBack.Year1.Saunders.Spring.020720.xlsx,43,T,Are on page 168,Keeping Everyone Together
19489,TalkBack.Year1.Saunders.Spring.020720.xlsx,45,T,All right,
19490,TalkBack.Year1.Saunders.Spring.020720.xlsx,45,T,Below what are the Xintercepts,Pressing for Accuracy
19492,TalkBack.Year1.Saunders.Spring.020720.xlsx,47,T,Brandon what happens at two for this particular one,Pressing for Accuracy
19493,TalkBack.Year1.Saunders.Spring.020720.xlsx,47,T,What happens at two for that particular one,Pressing for Accuracy
19495,TalkBack.Year1.Saunders.Spring.020720.xlsx,49,T,It starts increasing so it goes from decreasing to increasing,Revoicing
19496,TalkBack.Year1.Saunders.Spring.020720.xlsx,49,T,What else would you say Caitlin,Pressing for Accuracy
19497,TalkBack.Year1.Saunders.Spring.020720.xlsx,49,T,What happens when X equals two,Pressing for Accuracy
19499,TalkBack.Year1.Saunders.Spring.020720.xlsx,51,T,The graph will get thinner,Restating
19500,TalkBack.Year1.Saunders.Spring.020720.xlsx,51,T,Aiden,Keeping Everyone Together
19502,TalkBack.Year1.Saunders.Spring.020720.xlsx,53,T,It hits a local minimum and its a turning point,Revoicing
19503,TalkBack.Year1.Saunders.Spring.020720.xlsx,53,T,Whats also true about that what have we said right from the beginning,Pressing for Accuracy
19504,TalkBack.Year1.Saunders.Spring.020720.xlsx,53,T,How did we describe whats happening right here,Pressing for Accuracy
19506,TalkBack.Year1.Saunders.Spring.020720.xlsx,55,T,We use that term that its bouncing so it represents multiplicity,
19507,TalkBack.Year1.Saunders.Spring.020720.xlsx,55,T,So in your teams talk about what does multiplicity mean what we have multiples of talk about it in your team,
19508,TalkBack.Year1.Saunders.Spring.020720.xlsx,56,T,Well if this is called multiplicity what do we have multiples of,Pressing for Accuracy
19509,TalkBack.Year1.Saunders.Spring.020720.xlsx,56,T,Of zeros,
19510,TalkBack.Year1.Saunders.Spring.020720.xlsx,56,T,We have multiple zeros,
19511,TalkBack.Year1.Saunders.Spring.020720.xlsx,56,T,We have multiple zeros that are equal,
19512,TalkBack.Year1.Saunders.Spring.020720.xlsx,56,T,We have more we have multiplicity,
19513,TalkBack.Year1.Saunders.Spring.020720.xlsx,56,T,Anytime that we have a exponent here weve got multiplicity,
19514,TalkBack.Year1.Saunders.Spring.020720.xlsx,56,T,We have multiple roots factors Xintercepts that are identical,
19515,TalkBack.Year1.Saunders.Spring.020720.xlsx,56,T,What happens if its an even number,Pressing for Accuracy
19517,TalkBack.Year1.Saunders.Spring.020720.xlsx,57,T,It bounces off,Restating
19518,TalkBack.Year1.Saunders.Spring.020720.xlsx,57,T,Were making that connection here,
19519,TalkBack.Year1.Saunders.Spring.020720.xlsx,57,T,Now some of you during the quiz had asked me is it okay that we just draw these turning points in wherever,
19520,TalkBack.Year1.Saunders.Spring.020720.xlsx,57,T,If I know that thats a Yintercept and thats a Xintercept could I just come up here and come down there,Keeping Everyone Together
19521,TalkBack.Year1.Saunders.Spring.020720.xlsx,57,T,Or could I come up way high and come down through that there,Keeping Everyone Together
19522,TalkBack.Year1.Saunders.Spring.020720.xlsx,57,T,We didnt talk about how just figure out the shape that goes in between those Xintercepts,
19523,TalkBack.Year1.Saunders.Spring.020720.xlsx,57,T,Now whats the simple solution,Pressing for Accuracy
19525,TalkBack.Year1.Saunders.Spring.020720.xlsx,59,T,Yes,
19526,TalkBack.Year1.Saunders.Spring.020720.xlsx,59,T,Pick a couple of points in between,
19527,TalkBack.Year1.Saunders.Spring.020720.xlsx,59,T,If I know that those are my two Xintercepts lets pick up enough points that we can characterize what that curve looks like to be more accurate,
19528,TalkBack.Year1.Saunders.Spring.020720.xlsx,59,T,All right weve talked about end behavior a lot,
19529,TalkBack.Year1.Saunders.Spring.020720.xlsx,59,T,Brad what do we look for with regards to end behavior,
19530,TalkBack.Year1.Saunders.Spring.020720.xlsx,59,T,What tells us what end behavior is,Pressing for Accuracy
19532,TalkBack.Year1.Saunders.Spring.020720.xlsx,61,T,Up and down,Restating
19533,TalkBack.Year1.Saunders.Spring.020720.xlsx,61,T,What would I look at in this to tell me about my end behavior,Pressing for Accuracy
19535,TalkBack.Year1.Saunders.Spring.020720.xlsx,63,T,Tell me how I figure out that the X value is positive,Pressing for Accuracy
19537,TalkBack.Year1.Saunders.Spring.020720.xlsx,65,T,Theres my leading coefficient,Revoicing
19538,TalkBack.Year1.Saunders.Spring.020720.xlsx,65,T,If I multiply this times this times this because theres two I still have a positive leading coefficient,
19539,TalkBack.Year1.Saunders.Spring.020720.xlsx,65,T,Andy whats the positive leading coefficient tell me,Pressing for Accuracy
19541,TalkBack.Year1.Saunders.Spring.020720.xlsx,67,T,Yes the one six,Revoicing
19542,TalkBack.Year1.Saunders.Spring.020720.xlsx,67,T,What does that tell me,Pressing for Accuracy
19544,TalkBack.Year1.Saunders.Spring.020720.xlsx,69,T,Okay so how about the end behavior,Pressing for Accuracy
19545,TalkBack.Year1.Saunders.Spring.020720.xlsx,69,T,How does that tell me about end behavior end behavior,Pressing for Accuracy
19546,TalkBack.Year1.Saunders.Spring.020720.xlsx,69,T,Think about that,
19547,TalkBack.Year1.Saunders.Spring.020720.xlsx,69,T,At the ends you think,
19549,TalkBack.Year1.Saunders.Spring.020720.xlsx,71,T,Okay lets just take that first statement as X does what,Pressing for Accuracy
19550,TalkBack.Year1.Saunders.Spring.020720.xlsx,72,T,As X goes towards infinity whats happening to Y,Pressing for Accuracy
19552,TalkBack.Year1.Saunders.Spring.020720.xlsx,74,T,Sure you can,
19553,TalkBack.Year1.Saunders.Spring.020720.xlsx,74,T,You just keep going,
19554,TalkBack.Year1.Saunders.Spring.020720.xlsx,74,T,Because its just a little bit bigger and just a little bigger and just a little bigger,
19557,TalkBack.Year1.Saunders.Spring.020720.xlsx,77,T,It does tell you about direction,
19559,TalkBack.Year1.Saunders.Spring.020720.xlsx,79,T,What would the next statement then be Ethan,Pressing for Accuracy
19563,TalkBack.Year1.Saunders.Spring.020720.xlsx,83,T,It is yes,
19564,TalkBack.Year1.Saunders.Spring.020720.xlsx,83,T,In fact if you look in the textbook youll see that they use that format over and over to talk about end behavior,Revoicing
19565,TalkBack.Year1.Saunders.Spring.020720.xlsx,83,T,You see its looking kind of like this,
19566,TalkBack.Year1.Saunders.Spring.020720.xlsx,83,T,This is what I would like you to talk about,
19567,TalkBack.Year1.Saunders.Spring.020720.xlsx,83,T,In your teams take a look at everybody knows goes and youre going to be the starter for this,
19568,TalkBack.Year1.Saunders.Spring.020720.xlsx,83,T,Youll take that first bullet and just answer them and then just go around your team taking each of those and answer it,
19569,TalkBack.Year1.Saunders.Spring.020720.xlsx,83,T,Go ahead and get started,
19570,TalkBack.Year1.Saunders.Spring.020720.xlsx,84,T,What caused Y to be zero,Pressing for Accuracy
19571,TalkBack.Year1.Saunders.Spring.020720.xlsx,84,T,Those are my Xintercepts,
19572,TalkBack.Year1.Saunders.Spring.020720.xlsx,84,T,Because I have 2 I have X2 and X2,
19573,TalkBack.Year1.Saunders.Spring.020720.xlsx,84,T,I have the solutions 3 two and two,
19574,TalkBack.Year1.Saunders.Spring.020720.xlsx,84,T,Its repeated,
19575,TalkBack.Year1.Saunders.Spring.020720.xlsx,84,T,So theres a different characteristic here,
19576,TalkBack.Year1.Saunders.Spring.020720.xlsx,84,T,Were bouncing off the Xaxis with an even value and itll go through if its odd,
19577,TalkBack.Year1.Saunders.Spring.020720.xlsx,84,T,All right so most of us are in groups of four,
19578,TalkBack.Year1.Saunders.Spring.020720.xlsx,84,T,Those of you that arent you have to adjust,
19579,TalkBack.Year1.Saunders.Spring.020720.xlsx,84,T,I want each of you to take in one of these and walk through all of the sentence steps,
19580,TalkBack.Year1.Saunders.Spring.020720.xlsx,84,T,Right so youre going to take turns,
19581,TalkBack.Year1.Saunders.Spring.020720.xlsx,84,T,Somebody can just choose to start with number one and talk about all of those and so give that person feedback,
19582,TalkBack.Year1.Saunders.Spring.020720.xlsx,84,T,Are they on track,Getting Students to Relate to Another's Ideas
19583,TalkBack.Year1.Saunders.Spring.020720.xlsx,84,T,Do they need some coaching to change the answer here,Getting Students to Relate to Another's Ideas
19584,TalkBack.Year1.Saunders.Spring.020720.xlsx,84,T,Go ahead and decide who starts this is important,
19586,TalkBack.Year1.Saunders.Spring.020720.xlsx,85,T,All right ladies and gentlemen any questions on these,Keeping Everyone Together
19588,TalkBack.Year1.Saunders.Spring.020720.xlsx,87,T,From these whats always true about the Yintercept,Pressing for Accuracy
19589,TalkBack.Year1.Saunders.Spring.020720.xlsx,87,T,In other words 12x1x4x4,
19590,TalkBack.Year1.Saunders.Spring.020720.xlsx,87,T,Theyve gotten rid of the square,
19591,TalkBack.Year1.Saunders.Spring.020720.xlsx,88,T,All right well pick up on Monday  finishing this,
19592,TalkBack.Year1.Saunders.Spring.020720.xlsx,88,T,Also do 39 on Monday,
19593,TalkBack.Year1.Saunders.Spring.020720.xlsx,88,T,If you would please turn off the microphones but leave them in the book,
19594,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,1,T,All right so for heres the scoop for today so for the first half of class were going to be working on finishing 38 this is where we left off on Friday and got just a few things to show you in that and then also show you one particular skill out of 39 that we need and then well take a short break during the passing period and start the quiz afterward and it is an individual quiz,
19595,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,1,T,There will be no calculator but you can use your toolkit,
19596,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,1,T,Thats the scoop for today any questions on that,Keeping Everyone Together
19598,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,3,T,Its a good scoop,
19599,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,3,T,Okay so this is yes,
19600,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,4,T,On your switch,
19602,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,6,T,Whats your switch,
19603,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,6,T,If you can show me if we could stamp off all of your toolkits then Ill be happy,
19606,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,9,T,Alright guys Im going to send you a video youre going to like,
19608,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,11,T,Yes all right yes,
19610,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,13,T,Yes were like this,
19612,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,15,T,Hey would we have the reminder weekly test,
19615,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,18,T,The question was about the review so the review is out of the textbook and you should have access to it today online but you always have it in the book to be looking at,
19616,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,18,T,If you look at the book it has examples and then the problems,
19617,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,18,T,It refreshes your memory on how to do those problems,
19618,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,18,T,I did eliminate several of the problems from the review because youre not responsible for those so not every problem from the review is there but most of the problem I think its might be 32 of them or something like that,
19620,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,19,T,Its a wee bit cumulative so the primary emphasis is why Im factoring and solving but theres a little vocabulary stuff in there,
19621,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,19,T,I think its 12,
19623,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,21,T,All right so lets refresh our memory on the sentence stems that we used last Friday and I am going to have you work in your teams with this but were not going to change our desks were going to keep the desks like this or just have you turn around in your chairs and so person number one this is your formula and so thats like Brad then Tobias you have two and then three and four,
19624,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,22,T,You dont have to answer them in that order so for example if person four says Im ready to go,
19625,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,22,T,That person can start and what you need to do as youre listening to your teammates is making sure that theyre understanding correctly all of this stuff,
19626,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,22,T,Now why does this become important,Pressing for Reasoning
19627,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,22,T,Its if you were asked to graph this this is part of not only your thought process but what you have to do at the end when youre looking at your graph and youre looking at the equation and going Do they match,
19628,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,22,T,These are some of the ideas you need to put together for graphing as well,
19629,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,22,T,When youre done Im going to have your team stand up that way Ill know that your team is done,
19630,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,22,T,Like I said it doesnt matter who starts but go through all of these recognize that like for this bullet therere two choices,
19631,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,22,T,Then notice that I want you to be able to explain why you came up with that answer or how you came up with it whats your strategy,Pressing for Accuracy
19632,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,22,T,Right so go ahead and turn in your groups and whoever wants to start can go ahead and get going,Keeping Everyone Together
19640,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,26,T,Oh are you guys done,Keeping Everyone Together
19641,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,26,T,stand up if youre done stand up,Keeping Everyone Together
19642,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,26,T,Ill give you guys one more minute,
19643,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,27,T,All right guys open your journals to page 98,
19644,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,27,T,All right guys page 98,
19646,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,28,T,The location principle go ahead Colin tell us what it is,Keeping Everyone Together
19648,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,30,T,Thats a lot of math talk for something thats pretty simple were saying that in this particular case our Yvalue is greater than zero so Y is,Pressing for Accuracy
19650,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,32,T,If Y is positive that would be up here anything near this pink range is a positive Yvalue,Revoicing
19651,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,32,T,Ive got some Bvalue and a Y this point could be anywhere in this pink area then the same thing is true over here Y is less than zero so Y is,Pressing for Accuracy
19653,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,34,T,And its anywhere in here if I have those two and its a connected polynomial I know that there is an Xintercept in between those two numbers thats as sophisticated as that gets,
19654,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,34,T,The wording is tough to work through but the picture makes sense hopefully,
19655,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,34,T,Anybody have a question on that or need to hear somebody else explain it,Keeping Everyone Together
19657,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,36,T,Yes makes  sense,
19659,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,38,T,All right moving a long if we were using a graphing calculator and we have a Y and a Y what would have to be true in between,Pressing for Accuracy
19660,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,38,T,Thered have to be a zero somewhere in there so that means theres an Xintercept at onepointsomething in this particular case,
19661,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,38,T,Again this is just more about being able to analyze graphs,
19662,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,38,T,Since were not using calculators on the test Im not going to spend much more time on this but you get the concept and thats all I really want to expose you to is that concept,
19663,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,39,T,Then the next concept is turning points all right if you look at just the brown the first statement thats there Christian oh you just took a bite,
19664,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,39,T,Cooper could you read number one for me please,Keeping Everyone Together
19666,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,40,T,The graph of every polynomial function of degree N if I look here whats the degree of this one,Pressing for Accuracy
19668,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,42,T,What would 31 be,Pressing for Accuracy
19671,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,45,T,It has two,Pressing for Accuracy
19673,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,47,T,Thats all this is saying what could the degree of this one be,Pressing for Accuracy
19675,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,49,T,Four could be more than that but basically four so 41 is,Pressing for Accuracy
19677,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,51,T,One two three turning points,Revoicing
19679,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,53,T,Or local min and max this would be a local minimum and I have another local minimum,
19680,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,53,T,In this location I have a minimum and in this location Ive got a minimum as well so we use that term local minimum then over here we have one two three four five,
19682,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,55,T,Quintic 51 one two three four turning points and the reason it says at most was because remember something like this could actually look like that,Revoicing
19684,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,57,T,And still be Quintic,Revoicing
19686,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,59,T,It could,
19687,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,59,T,Yes and you have the right idea that its got to be an odd number because its going in different directions,
19689,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,61,T,Thats why you could have any degree,
19690,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,61,T,Thats the first part of these turning points of polynomial equations,
19691,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,61,T,Brad could you read number two for us,Keeping Everyone Together
19693,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,63,T,Okay so were talking about zeros,
19694,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,63,T,Zeros means,Pressing for Accuracy
19696,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,65,T,X intercepts,Restating
19697,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,65,T,I have one two three Xintercepts,
19698,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,65,T,I have three minus one or two turning points,
19699,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,65,T,So up here we were looking at the degree of the polynomial,
19700,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,65,T,Here Im looking at the Xintercepts the zeros the roots the solution kind of thing and so I see one two three four Xintercepts and I have one two three one less,
19701,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,65,T,One two three four five Xintercepts,
19702,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,65,T,How many turning points we have for,Pressing for Accuracy
19704,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,67,T,It also depends though where this polynomial function is,
19705,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,67,T,It could be that actually all my turns are up here and I only have one and thats why you see the word exactly for this particular one cause weve counted the number of Xintercept versus at most that particular number of turning points,
19706,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,67,T,Whats in Italics right there also becomes important,
19707,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,67,T,Any questions on this,Keeping Everyone Together
19708,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,67,T,Again more conceptual understanding seeing relationships of polynomial equations and graphs and well skip over these,
19709,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,68,T,This is one that were going to do a little bit of work on and thats something called even and odd function,
19710,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,68,T,Now dont confuse that with even and on degree,
19711,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,68,T,Were still saying even and odd but its about either the degree that weve talked a lot about or in this case even or odd functions,
19712,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,68,T,You got to key in on that particular word and the even or odd degree,
19713,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,68,T,No thats not what were talking about here,
19714,TalkBack.Year1.Saunders.Spring.021020-1.xlsx,68,T,What were talking about is an even function is symmetrical about the Yaxis,
